TAURUS FOOD PRODUCTS          ,Grand Island,NE,40.9169,-98.3875,Dallas,TX,32.7824,-96.8695,42658.2
"TYSON FDS, INC-RIB/OFFAL(2233)",Omaha,NE,41.2052,-95.9554,Council Bluffs,IA,41.2699,-95.7975,114.8
PALMETTO FOOD SERVICE (6028)  ,Omaha,NE,41.2052,-95.9554,Bluffton,SC,32.2413,-80.874,609.6
BLUE LINE FOODS SERVICE       ,Kansas City,KS,39.0766,-94.7902,Kansas City,KS,39.1122,-94.6664,140604.0
TYSON FRESH MEATS             ,Denison,IA,42.0193,-95.3538,Hidalgo,TX,26.1057,-98.2464,26584.8
SPECIALTY BAKERS              ,Mcdonough,GA,33.455,-84.1721,Jacksonville,FL,30.3296,-81.8086,2098.5
NEW ENGLAND FOODS             ,Mcdonough,GA,33.455,-84.1721,State Farm,VA,37.7338,-77.8881,36821.1
MAPLEHURST BAKERY             ,Allentown,PA,40.5693,-75.5889,Syracuse,NY,43.0813,-76.2349,3952.49
PILGRIMS PRIDE FOOD SERVICE   ,Allentown,PA,40.5693,-75.5889,Toledo,OH,41.706,-83.5577,36867.6
APPLEGATE FARMS               ,Allentown,PA,40.5693,-75.5889,Grand Rapids,MI,42.9642,-85.6589,1820.43
"PHILLIPS FOODS, INC           ",Allentown,PA,40.5693,-75.5889,Pottsville,PA,40.6851,-76.2139,275.13
GENERAL MILLS                 ,Allentown,PA,40.5693,-75.5889,Lewiston,ME,44.0948,-70.1914,42048.6
JENNY CRAIG                   ,Allentown,PA,40.5693,-75.5889,Harrisburg,PA,40.3007,-76.8853,15635.6
THE JM SMUCKER CO             ,Allentown,PA,40.5693,-75.5889,Elizabeth,NJ,40.6656,-74.2997,5224.5
"POM WONDERFUL, LLC            ",Allentown,PA,40.5693,-75.5889,Warwick,RI,41.7481,-71.4098,1168.8
REMA FOODS RAVIOLI            ,Allentown,PA,40.5693,-75.5889,Fort Mill,SC,35.0084,-80.9164,240.0
INABATA AMERICA CORPORTATION  ,Allentown,PA,40.5693,-75.5889,New Albany,IN,38.3038,-85.8252,41040.0
SOMETHING SWEET INC           ,Allentown,PA,40.5693,-75.5889,Colton,CA,34.0619,-117.32,3240.0
NICHE BAKERS (USA) CORP       ,Allentown,PA,40.5693,-75.5889,Pottsville,PA,40.6851,-76.2139,1837.96
SHIRLEY'S COOKIE COMPANY      ,Allentown,PA,40.5693,-75.5889,Pottsville,PA,40.6851,-76.2139,2436.0
HIGH LINER FOODS (USA) INC    ,Allentown,PA,40.5693,-75.5889,Steubenville,OH,40.3712,-80.6343,2010.4
MATOSANTOS                    ,Allentown,PA,40.5693,-75.5889,Pottsville,PA,40.6851,-76.2139,960.0
ANACAPA FOODS                 ,Allentown,PA,40.5693,-75.5889,Pottsville,PA,40.6851,-76.2139,8640.0
BOARDMAN FOODS INC            ,Allentown,PA,40.5693,-75.5889,Rosenhayn,NJ,39.4756,-75.1293,43700.0
BETTER BAKED FOODS            ,Allentown,PA,40.5693,-75.5889,Pauls Valley,OK,34.7417,-97.2285,374.42
PERFECTION FOODS CO.          ,Allentown,PA,40.5693,-75.5889,Pottsville,PA,40.6851,-76.2139,325.0
COPRA WATER                   ,Allentown,PA,40.5693,-75.5889,Dayville,CT,41.8502,-71.8575,1560.2
AMERICAN PRIDE SEAFOOD        ,Allentown,PA,40.5693,-75.5889,Cleburne,TX,32.3509,-97.4103,972.4
CAVENDISH FARMS               ,Allentown,PA,40.5693,-75.5889,Conklin,NY,42.0553,-75.8122,30186.0
LINEAGE LOGISTICS             ,Allentown,PA,40.5693,-75.5889,Henderson,CO,39.8852,-104.883,1.0
MAXI CANADA INC               ,Allentown,PA,40.5693,-75.5889,Bedford,PA,39.9981,-78.522,2622.36
POPPIES                       ,Allentown,PA,40.5693,-75.5889,Pottsville,PA,40.6851,-76.2139,698.4
DIETZ AND WATSON              ,Allentown,PA,40.5693,-75.5889,Riverside,NJ,40.0294,-74.9541,37776.0
JM SMUCKER CO - DISTRESSED    ,Allentown,PA,40.5693,-75.5889,Allentown,PA,40.602,-75.521,2511.0
MCLAIN FOODS INC              ,Fort Worth,TX,32.7984,-97.354,San Antonio,TX,29.4943,-98.4043,8026.38
SWEET CHILLS LLC              ,Allentown,PA,40.5693,-75.5889,East Rutherford,NJ,40.8302,-74.0971,6076.2
CRF FROZEN FOODS LLC          ,Allentown,PA,40.5693,-75.5889,Lancaster,PA,40.0326,-76.3333,39900.0
RAW SEAFOOD                   ,Allentown,PA,40.5693,-75.5889,Robert,LA,30.5208,-90.3064,957.5
MILLARD REFRIGERATED SVC -REDI,Allentown,PA,40.5693,-75.5889,Tipton,IN,40.284,-86.0468,960.0
ALFA PASTERY CREATIONS        ,Allentown,PA,40.5693,-75.5889,West Chester,PA,39.9831,-75.5933,202.228
"BUTTERBALL, LLC               ",Geneva,IL,41.8857,-88.3196,Benson,NC,35.3904,-78.5315,0.0
"BUTTERBALL, LLC-COOLER DISTRS ",Geneva,IL,41.8857,-88.3196,Portland,OR,45.5654,-122.646,5028.2
RICH PRODUCTS CORP            ,Fort Worth,TX,32.7984,-97.354,Lebanon,TN,36.1474,-86.3106,15660.4
"ON-COR FROZEN FOODS, LLC      ",Geneva,IL,41.8857,-88.3196,Sterling,IL,41.8138,-89.7054,0.0
"GENERAL MILLS, INC.           ",Geneva,IL,41.8857,-88.3196,Saint Charles,MO,38.8086,-90.5069,0.0
"FAIR OAKS FARMS, LLC          ",Geneva,IL,41.8857,-88.3196,Sterling,IL,41.8138,-89.7054,0.0
"OSI INDUSTRIES, LLC           ",Geneva,IL,41.8857,-88.3196,Cheshire,CT,41.507,-72.9049,0.0
RICH PRODUCTS-DISTRESSED ACCT ,Fort Worth,TX,32.7984,-97.354,Saint Simons Island,GA,31.1765,-81.3802,4655.94
"BUTTERBALL, LLC- FREEZ DISTRS ",Geneva,IL,41.8857,-88.3196,Los Angeles,CA,34.0293,-118.242,4642.65
"GOLDEN BAY FOODS, INC.        ",Geneva,IL,41.8857,-88.3196,Cincinnati,OH,39.2886,-84.4738,0.0
SUPERB MEATS OF MN            ,Geneva,IL,41.8857,-88.3196,Hubertus,WI,43.2333,-88.2396,2862.6
LEPRINO FOODS                 ,Geneva,IL,41.8857,-88.3196,New Albany,IN,38.3038,-85.8252,0.0
DELIZZA INC                   ,Geneva,IL,41.8857,-88.3196,Tustin,CA,33.7416,-117.821,46.2
"GENERAL MILLS, INC. RAW       ",Geneva,IL,41.8857,-88.3196,Grand Rapids,MI,42.9642,-85.6589,6400.0
WALMART STORES EAST DC 7024   ,Geneva,IL,41.8857,-88.3196,Sterling,IL,41.8138,-89.7054,4.16
JOHN MORRELL                  ,Geneva,IL,41.8857,-88.3196,Solon,OH,41.3884,-81.4436,38009.9
HARMLESS HARVEST RAW GOODS    ,Allentown,PA,40.5693,-75.5889,Rocky Hill,CT,41.6609,-72.661,16817.1
HANOVER FOODS CORPORATION     ,Allentown,PA,40.5693,-75.5889,Carlsbad,CA,33.0978,-117.267,787.5
MACKNIGHT FOOD GROUP          ,Allentown,PA,40.5693,-75.5889,Sparks,NV,39.5442,-119.7,1932.0
JUST BORN                     ,Allentown,PA,40.5693,-75.5889,Bethlehem,PA,40.6565,-75.3294,2349.0
JM SMUCKER COMPANY  DISTRESS  ,Mcdonough,GA,33.455,-84.1721,Las Vegas,NV,36.0675,-115.26,5249.9
MASTER PURVEYORS INC          ,Allentown,PA,40.5693,-75.5889,Bronx,NY,40.8132,-73.8876,26118.4
T.MARZETTI - NEW YORK FROZEN  ,Attalla,AL,34.0433,-86.089,Brundidge,AL,31.6784,-85.8242,0.0
T. MARZETTI - SISTER SCHUBERT ,Attalla,AL,34.0433,-86.089,Atlanta,GA,33.6154,-84.4903,0.0
LEPRINO FOODS DAIRY PRODUCTS C,Greeley,CO,40.4218,-104.692,Grand Island,NE,40.9228,-98.3309,0.0
ALBERTVILLE QUALITY FOODS     ,Attalla,AL,34.0433,-86.089,Houston,TX,29.9594,-95.4969,34112.0
T.MARZETTI - FROZEN PASTA     ,Attalla,AL,34.0433,-86.089,Elkton,FL,29.7878,-81.4467,0.0
"AMERICHICKEN, INC.            ",Attalla,AL,34.0433,-86.089,Goodlettsville,TN,36.3546,-86.7188,6259.5
SOUTHERN QUALITY MEATS        ,Attalla,AL,34.0433,-86.089,Clanton,AL,32.8944,-86.565,13683.6
RIVIANA - EBRO NORTH AMERICA  ,Mcdonough,GA,33.455,-84.1721,Plant City,FL,28.0138,-82.1169,1768.0
SHAMROCK MEATS INC            ,Mcdonough,GA,33.455,-84.1721,Menasha,WI,44.2124,-88.4096,5000.0
RAINMAKER INC                 ,Mcdonough,GA,33.455,-84.1721,Jesup,GA,31.5782,-81.8802,5783.5
GEMSTONE FOODS                ,Attalla,AL,34.0433,-86.089,Rogers,AR,36.3422,-94.0714,42000.0
PILGRIMS PRIDE RUSSELLVILLE   ,Attalla,AL,34.0433,-86.089,Laredo,TX,27.6488,-99.5337,42000.0
"MCLAIN FOODS, INC             ",Attalla,AL,34.0433,-86.089,Suffolk,VA,36.8488,-76.4652,28088.8
PROTEUS INDUSTRIES            ,Attalla,AL,34.0433,-86.089,Gainesville,GA,34.2744,-83.87,12563.5
ALBERTVILLE QUALITY FOODS/SQM ,Attalla,AL,34.0433,-86.089,Owensboro,KY,37.7533,-87.1742,180.0
"FAIR MARKET, INC              ",Attalla,AL,34.0433,-86.089,Dekalb,IL,41.9241,-88.7462,27300.0
EMMAUS FOODS                  ,Attalla,AL,34.0433,-86.089,Atlanta,GA,33.7868,-84.437,13990.0
"CORINTHIAN TRADING, INC.      ",Mcdonough,GA,33.455,-84.1721,Hattiesburg,MS,31.2855,-89.2799,2100.59
CHANNEL FISH PROCESSING       ,Mcdonough,GA,33.455,-84.1721,Taunton,MA,41.9049,-71.1029,8526.33
"HOT MAMA FOODS, INC           ",Mcdonough,GA,33.455,-84.1721,Winter Haven,FL,28.0026,-81.6186,1281.0
BELEIVE PRODUCTIONS           ,Mcdonough,GA,33.455,-84.1721,Atlanta,GA,33.7156,-84.5273,1360.0
JASON FOODS                   ,Mcdonough,GA,33.455,-84.1721,Nashville,TN,36.1409,-86.7444,40800.0
BEEF PRODUCTS INC.            ,Grand Island,NE,40.9169,-98.3875,South Sioux City,NE,42.4671,-96.4187,43233.1
MILLARD REFRIGERATED SVCS-D   ,Statesville,NC,35.8406,-80.8799,Jacksonville,FL,30.4116,-81.7665,41308.1
DEAN FOODS                    ,Statesville,NC,35.8406,-80.8799,North Charleston,SC,32.8795,-80.0591,1963.62
CASE FARMS                    ,Statesville,NC,35.8406,-80.8799,Long Island City,NY,40.7453,-73.9391,20150.8
"ORANGE BAKERY, INC.           ",Statesville,NC,35.8406,-80.8799,Flowery Branch,GA,34.1883,-83.9181,16640.0
DOLE PACKAGED FOODS           ,Statesville,NC,35.8406,-80.8799,Troy,NC,35.3822,-79.9242,27720.0
542 GLOBAL FOODS              ,Statesville,NC,35.8406,-80.8799,Rush City,MN,45.6908,-92.9684,1082.25
NATURE'S PEARL                ,Statesville,NC,35.8406,-80.8799,Mocksville,NC,35.9205,-80.5714,44000.0
HOUSE OF RAEFORD              ,Statesville,NC,35.8406,-80.8799,Chicago,IL,41.9445,-87.7965,40000.0
"SUN BELT FOOD CO.,INC. (7521) ",Omaha,NE,41.2052,-95.9554,Buffalo,NY,42.8814,-78.7447,41699.2
PILGRIM'S PRIDE-CS ERS PAYABLE,Louisville,KY,38.1417,-85.8637,O Fallon,MO,38.7863,-90.7212,0.0
RALCORP FROZEN BAKERY PRODUCT ,Louisville,KY,38.1417,-85.8637,Fairfield,OH,39.3304,-84.5528,0.0
MILLARD REFRIGERATED SVCS-DIST,Louisville,KY,38.1417,-85.8637,Elkhorn,WI,42.7111,-88.5421,0.0
AMERICAN BEVERAGE MARKETERS   ,Louisville,KY,38.1417,-85.8637,New Albany,IN,38.3038,-85.8252,37704.0
SWIFT & COMPANY - LOUISVILLE  ,Louisville,KY,38.1417,-85.8637,Shelbyville,IN,39.5238,-85.7721,20848.9
GLENN BROTHERS MEATS          ,Louisville,KY,38.1417,-85.8637,Oneonta,AL,33.9449,-86.4581,41629.0
TYSON MEATS DISTRIBUTION-308  ,Louisville,KY,38.1417,-85.8637,Goodlettsville,TN,36.3546,-86.7188,11864.9
"FLOWERS BAKING COMPANY, LLC   ",Louisville,KY,38.1417,-85.8637,Bardstown,KY,37.8111,-85.4616,12144.0
LEPRINO FOODS DAIRY PRODUCT CO,Louisville,KY,38.1417,-85.8637,Holly Ridge,NC,34.4772,-77.5598,0.0
SMITHFIELD                    ,Louisville,KY,38.1417,-85.8637,Newport News,VA,37.1937,-76.5718,7760.0
VISTAR OF KENTUCKY            ,Louisville,KY,38.1417,-85.8637,Campbellsville,KY,37.3723,-85.3549,0.0
KETTLE CREATIONS              ,Springfield,OH,39.9266,-83.8128,Forest Park,GA,33.6154,-84.367,1764.0
BEF FOODS - RAW               ,Springfield,OH,39.9266,-83.8128,Cincinnati,OH,39.2581,-84.5873,4933.5
SECOND HARVEST FOOD BANK      ,Springfield,OH,39.9266,-83.8128,Springfield,OH,39.9483,-83.7821,34541.8
INTERVISION FOODS INC         ,Statesville,NC,35.8406,-80.8799,Tucker,GA,33.8539,-84.2204,41649.4
NORTHWEST NATURALS            ,Statesville,NC,35.8406,-80.8799,Mount Pleasant,SC,32.8135,-79.859,4480.0
SPECIALTY FOODS GROUP INC (SFG,Fort Worth,TX,32.7984,-97.354,Cleburne,TX,32.3509,-97.4103,1695.02
CTI FOODS                     ,Fort Worth,TX,32.7984,-97.354,Fort Worth,TX,32.8765,-97.4125,3808.0
PINNACLE FOODS CORPORATION-   ,Fort Worth,TX,32.7984,-97.354,Keller,TX,32.927,-97.2506,42049.0
OREGON POTATO CO. / WASHINGTON,Fort Worth,TX,32.7984,-97.354,Fort Worth,TX,32.8765,-97.4125,3060.0
PETALUMA POULTRY              ,Fort Worth,TX,32.7984,-97.354,Irving,TX,32.8267,-96.9614,3581.6
STANDARD MEAT SAGINAW         ,Fort Worth,TX,32.7984,-97.354,Fort Worth,TX,32.8765,-97.4125,66.1
MICHAEL LEVIN TRADING         ,Fort Worth,TX,32.7984,-97.354,Shirley,MA,42.5593,-71.6456,3080.0
CTI FOODS - QC/REWORK         ,Fort Worth,TX,32.7984,-97.354,Fort Worth,TX,32.8765,-97.4125,2584.0
CTI FOODS - HOLD PRODUCT      ,Fort Worth,TX,32.7984,-97.354,Fort Worth,TX,32.8765,-97.4125,12240.0
C.H. GUENTHER & SON           ,Fort Worth,TX,32.7984,-97.354,Temple,TX,31.0995,-97.3577,5512.5
SUPERIOR FOODS MS             ,Fort Worth,TX,32.7984,-97.354,Columbus,MS,33.463,-88.3557,630.0
"DOLE PACKAGED FOODS, LLC.     ",Fort Worth,TX,32.7984,-97.354,Dallas,TX,32.6855,-96.9175,4138.92
NESTLE FROZEN FOODS           ,Fort Worth,TX,32.7984,-97.354,Houston,TX,29.9449,-95.3415,2173.5
WORD'S BEST HUSHPUPPIES       ,Fort Worth,TX,32.7984,-97.354,Cleburne,TX,32.3509,-97.4103,1005.0
"TYSON, INC - LOC CODE M12     ",Fort Worth,TX,32.7984,-97.354,Oakland,CA,37.8064,-122.289,54010.2
CTI FOODS - JIB TACO          ,Fort Worth,TX,32.7984,-97.354,Fort Worth,TX,32.8765,-97.4125,195.06
DICKINSON FROZEN FOODS        ,Fort Worth,TX,32.7984,-97.354,Fort Worth,TX,32.8765,-97.4125,25200.0
CORINTHIAN TRADING            ,Fort Worth,TX,32.7984,-97.354,Houston,TX,29.7608,-95.2604,6000.0
ORLEANS INTERNATIONAL         ,Lincoln,NE,40.8556,-96.713,Merchantville,NJ,39.95,-75.0502,42496.9
COLORADO FOOD PRODUCTS INC    ,Lincoln,NE,40.8556,-96.713,Hayward,CA,37.6356,-122.104,42057.6
M I INDUSTRIES                ,Lincoln,NE,40.8556,-96.713,Hawarden,IA,43.0059,-96.4709,42573.0
ASTRA FOODS                   ,Lincoln,NE,40.8556,-96.713,Manchester,NH,42.9521,-71.6539,41428.2
SBSIPC                        ,Lincoln,NE,40.8556,-96.713,Vineland,NJ,39.4923,-75.0189,72.9
CASH CUSTOMER                 ,Fort Worth,TX,32.7984,-97.354,Terrell,TX,32.7477,-96.2892,7678.88
"COOK'S HAMS, INC.             ",Lincoln,NE,40.8556,-96.713,Olathe,KS,38.8898,-94.8556,34486.4
BELIEVE PRODUCTIONS           ,Lincoln,NE,40.8556,-96.713,Omaha,NE,41.2962,-96.1103,2040.0
COLORADO CHOICE DIST. INC.    ,Lincoln,NE,40.8556,-96.713,Columbus,MS,33.6905,-88.331,9682.63
PILOT MEAT & SEAFOOD          ,Lincoln,NE,40.8556,-96.713,Galena,IL,42.4007,-90.3974,42538.5
SWIFT BEEF COMPANY            ,Greeley,CO,40.4218,-104.692,Miami,FL,25.8247,-80.3048,0.0
COLORADO PREMIUM-NORTH        ,Greeley,CO,40.4218,-104.692,Harmony,PA,40.8215,-80.1303,40554.6
MEYER NATURAL FOODS           ,Greeley,CO,40.4218,-104.692,Compton,CA,33.8933,-118.204,14010.7
JBS IMPORTS                   ,Grand Island,NE,40.9169,-98.3875,Vineland,NJ,39.4923,-75.0189,42655.8
COLORADO PREMIUM-SOUTH        ,Greeley,CO,40.4218,-104.692,Miami,FL,25.8377,-80.3695,4222.5
MOREY'S SEAFOOD INTERNATIONAL ,Fort Worth,TX,32.7984,-97.354,Dallas,TX,32.6855,-96.9175,10500.0
PRIME INTERNATIONAL           ,Greeley,CO,40.4218,-104.692,San Antonio,TX,29.3334,-98.5393,42000.0
STANDARD MEAT DALLAS          ,Fort Worth,TX,32.7984,-97.354,Wichita,KS,37.7032,-97.2317,40442.1
ONEIDA-LINEAGE LOGISTICS - DEN,Greeley,CO,40.4218,-104.692,Henderson,CO,39.8852,-104.883,38000.0
"HIGH POINT BISON, LLC         ",Greeley,CO,40.4218,-104.692,Pine Bluffs,NE,41.1811,-104.001,1575.0
COLORADO CHOICE DISTRIBUTORS  ,Fort Worth,TX,32.7984,-97.354,Longwood,FL,28.7037,-81.3538,1962.0
"HARVEST MEAT COMPANY, INC.    ",Fort Worth,TX,32.7984,-97.354,North Sioux City,SD,42.5248,-96.4995,64.44
VAL-MEX FROZEN FOODS          ,Fort Worth,TX,32.7984,-97.354,Newfield,NJ,39.5628,-75.0096,27872.0
NE FOOD DIST.PROGRAM(2240)    ,Omaha,NE,41.2052,-95.9554,Grand Island,NE,40.8725,-98.5021,31449.2
JOHN MORRELL&CO(3789)         ,Omaha,NE,41.2052,-95.9554,Sioux City,IA,42.4663,-96.3529,1410.0
PILOT MEAT & SEAFOOD (6171)   ,Omaha,NE,41.2052,-95.9554,Galena,IL,42.4007,-90.3974,42780.0
"GREEN PASTURE PRODUCTS,LLC2635",Omaha,NE,41.2052,-95.9554,Oneill,NE,42.5168,-98.6034,40069.0
SJE COMPANY (7200)            ,Omaha,NE,41.2052,-95.9554,Ames,IA,42.0293,-93.6097,41455.2
SUPERIOR FOODS MS (7515)      ,Omaha,NE,41.2052,-95.9554,Lincoln,NE,40.7856,-96.646,78.0
TAURUS FOOD PRODUCTS (7610)   ,Omaha,NE,41.2052,-95.9554,Newfield,NJ,39.5628,-75.0096,42523.0
US FOODS (8187)               ,Omaha,NE,41.2052,-95.9554,Omaha,NE,41.2923,-95.9343,12000.0
ORLEANS INT'L (5788)          ,Omaha,NE,41.2052,-95.9554,Gallatin,TN,36.389,-86.4548,43400.0
"FARMLAND FOODS, INC. (2040)   ",Omaha,NE,41.2052,-95.9554,Sioux Falls,SD,43.6746,-96.7913,39199.0
PRIME INTERNATIONAL(6275)     ,Omaha,NE,41.2052,-95.9554,Laredo,TX,27.5422,-99.4923,42729.6
LAMEX INTERNATIONAL (4410)    ,Omaha,NE,41.2052,-95.9554,Castle Rock,CO,39.3851,-104.86,3917.6
TREX CORP (7895)              ,Omaha,NE,41.2052,-95.9554,Oakland,CA,37.8064,-122.289,110630.0
"COLORADO CHOICE DIST., INC1021",Omaha,NE,41.2052,-95.9554,Webb City,MO,37.1551,-94.4746,10599.8
GURRENTZ INTERNATIONAL (2730) ,Omaha,NE,41.2052,-95.9554,Fairfield,OH,39.3304,-84.5528,41793.3
"RONALD A CHISHOLM, LTD.(921)  ",Omaha,NE,41.2052,-95.9554,Severy,KS,37.6473,-96.2232,40044.0
NEBRASKA PRIME GROUP(5240)    ,Omaha,NE,41.2052,-95.9554,Hastings,NE,40.5893,-98.3813,19845.2
AJC INTERNATIONAL INC.(10)    ,Omaha,NE,41.2052,-95.9554,La Porte,TX,29.6668,-95.0449,109694.0
MONOGRAM FOOD SOLUTIONS       ,Denison,IA,42.0193,-95.3538,Fairbury,NE,40.1514,-97.2037,38083.7
"PRO PAK FROZEN FOODS, INC-6291",Omaha,NE,41.2052,-95.9554,Sioux Falls,SD,43.5608,-96.7324,487.5
"BRECON FOODS, INC. (665)      ",Omaha,NE,41.2052,-95.9554,Long Beach,CA,33.8162,-118.215,110946.0
CONAGRA FRZ FOODS-BFCAP (1037),Omaha,NE,41.2052,-95.9554,Omaha,NE,41.3481,-96.0461,17020.0
EMC INSURANCE COMPANIES(1050) ,Omaha,NE,41.2052,-95.9554,Bellevue,NE,41.1468,-95.908,29769.0
SUPERIOR INTERNATIONAL        ,Fort Worth,TX,32.7984,-97.354,West Palm Beach,FL,26.7821,-80.0653,38520.0
BRECON FOODS                  ,Fort Worth,TX,32.7984,-97.354,Greenville,KY,37.1663,-87.1833,39208.4
MILLARD REFR SVCS - FINISHED  ,Centralia,WA,46.7284,-122.951,Woodburn,OR,45.1444,-122.845,0.0
OTIS SPUNKMEYER               ,Centralia,WA,46.7284,-122.951,Billings,MT,45.7375,-108.488,0.0
HARBOR BELL SEAFOODS          ,Centralia,WA,46.7284,-122.951,Seattle,WA,47.6306,-122.347,3870.0
JESSIE'S ILWACO FISH COMPANY  ,Centralia,WA,46.7284,-122.951,Seattle,WA,47.5787,-122.334,43479.2
DA YANG SEAFOOD               ,Centralia,WA,46.7284,-122.951,Seattle,WA,47.6329,-122.323,2939.72
"ROCKY PASS SEAFOOD, LLC       ",Centralia,WA,46.7284,-122.951,Seattle,WA,47.5462,-122.315,30542.0
SILVERSEA INTERNATONAL        ,Centralia,WA,46.7284,-122.951,Bellingham,WA,48.7476,-122.485,36600.0
PORKY PRODUCTS                ,Des Moines,IA,41.6376,-93.6164,Los Angeles,CA,34.0002,-118.226,41389.5
CENTRAL MISSISSIPPI BAKING CO ,Jackson,MS,32.2304,-90.1621,Atlanta,GA,33.6154,-84.4903,28473.6
SANDERSON FARMS-JACKSON       ,Jackson,MS,32.2304,-90.1621,Fairborn,OH,39.8089,-84.0197,21208.5
A&F EXPORTS                   ,Jackson,MS,32.2304,-90.1621,Walnut,CA,34.0184,-117.854,21000.0
PECO FOODS-CANTON FEATHER     ,Jackson,MS,32.2304,-90.1621,Pearl River,LA,30.4015,-89.7692,10500.0
CARGILL FINANCIAL SERVICE CNTR,Friona,TX,34.6317,-102.727,Amarillo,TX,35.2283,-101.819,41406.0
"ORLEANS INTERNATIONAL, INC    ",Jackson,MS,32.2304,-90.1621,Saint Johns,MI,42.999,-84.577,20800.0
NORTH SOUTH MEATS             ,Friona,TX,34.6317,-102.727,Hereford,TX,34.8549,-102.418,41861.0
WAL-MART STORES EAST          ,Jackson,MS,32.2304,-90.1621,Robert,LA,30.5208,-90.3064,40095.0
WALMART DIST CENTER           ,Jackson,MS,32.2304,-90.1621,New Albany,MS,34.4891,-88.9997,19194.0
"LEYEN FOOD, LLC               ",Jackson,MS,32.2304,-90.1621,Morton,MS,32.3139,-89.6651,35437.5
KOCH FOODS OF MS LLC  308     ,Jackson,MS,32.2304,-90.1621,South Holland,IL,41.5975,-87.5991,39964.0
AMERICAN GOLD LABEL FOODS     ,Fort Worth,TX,32.7984,-97.354,Lubbock,TX,33.5498,-101.826,1510.0
FRESHERIZED FOODS             ,Fort Worth,TX,32.7984,-97.354,Dallas,TX,32.9226,-96.8362,166.5
MASCHHOFF FAMILY FARMS        ,Des Moines,IA,41.6376,-93.6164,Caldwell,TX,30.5171,-96.6725,0.0
CARGILL MEAT SOLUTIONS-PORK   ,Des Moines,IA,41.6376,-93.6164,Sioux City,IA,42.4064,-96.3762,41052.0
PINE RIDGE FARMS              ,Des Moines,IA,41.6376,-93.6164,La Grange,IL,41.7885,-87.8761,0.0
SJE COMPANY                   ,Des Moines,IA,41.6376,-93.6164,Ames,IA,42.0332,-93.6674,51.5
ARMOUR ECKRICH MEATS LLC      ,Des Moines,IA,41.6376,-93.6164,West Des Moines,IA,41.5709,-93.7357,290.0
LOCAL AND WESTERN OF TEXAS INC,Des Moines,IA,41.6376,-93.6164,Rogers,AR,36.3422,-94.0714,43050.0
"MIDWEST PREMIER FOODS, LLC    ",Des Moines,IA,41.6376,-93.6164,Johnston,IA,41.6748,-93.7187,43069.2
RONALD A CHISHOLM LTD         ,Des Moines,IA,41.6376,-93.6164,Pascoag,RI,41.9649,-71.7231,40614.3
GMR MARKETING                 ,Des Moines,IA,41.6376,-93.6164,New Berlin,WI,42.9802,-88.0944,3600.0
AJC INTERNATIONAL INC.        ,Des Moines,IA,41.6376,-93.6164,Atlanta,GA,33.8444,-84.4741,8282.0
MIDWEST HEALTHY ALTERNATIVES  ,Des Moines,IA,41.6376,-93.6164,Granger,IA,41.76,-93.8149,1.0
"PLUMROSE USA,INC              ",Des Moines,IA,41.6376,-93.6164,Elkhart,IN,41.6769,-85.9604,32023.5
"SWAN PACKING, INC             ",Des Moines,IA,41.6376,-93.6164,Oakland,CA,37.8064,-122.289,54221.0
CHARLES STELLAR FOOD DIST     ,Des Moines,IA,41.6376,-93.6164,Deerfield Beach,FL,26.3097,-80.0954,26028.7
SUNBELT FOOD CO               ,Des Moines,IA,41.6376,-93.6164,Denver,CO,39.6436,-104.904,43111.5
"T. VERK TRADING, INC.         ",Des Moines,IA,41.6376,-93.6164,Johnston,IA,41.6748,-93.7187,1098.0
WEST LIBERTY FOODS. L.L.C.    ,Tremonton,UT,41.6887,-112.223,Sumner,WA,47.1964,-122.189,0.0
FRUITSOLUTIONS LTD            ,Mcallen,TX,26.172,-98.2504,Fort Worth,TX,32.7714,-97.2915,43008.0
MARBRAN USA INC               ,Mcallen,TX,26.172,-98.2504,Wells,ME,43.3202,-70.6118,43695.0
INTERAMERICAN QUALITY FOODS   ,Mcallen,TX,26.172,-98.2504,Holley,NY,43.2217,-78.0439,22496.0
LEHIGH FOODS SALES            ,Mcallen,TX,26.172,-98.2504,Philadelphia,PA,40.1174,-75.0154,43200.0
"CITRICOS EX, S.A. DE C.V.     ",Mcallen,TX,26.172,-98.2504,Holland,TX,30.8836,-97.396,4688.0
COLORADO BOXED BEEF-SCHOOL    ,Mcallen,TX,26.172,-98.2504,Weslaco,TX,26.1626,-97.9851,1283.6
COLORADO BOXED BEEF COMPANY   ,Mcallen,TX,26.172,-98.2504,Mcallen,TX,26.2627,-98.2308,60.0
FRUTAS ANAHUAC                ,Mcallen,TX,26.172,-98.2504,Berlin,NH,44.4633,-71.1909,12898.0
RIGBY FROZEN FOODS S DE RL DEV,Mcallen,TX,26.172,-98.2504,Woodland,WA,45.9287,-122.703,43520.0
ROBINSON POULTRY              ,Mcallen,TX,26.172,-98.2504,El Paso,TX,31.6948,-106.3,42000.0
SMUCKER FOODS OF CANADA CO.   ,Mcallen,TX,26.172,-98.2504,Fond Du Lac,WI,43.7406,-88.523,42240.0
IMPERIAL FROZEN FOODS         ,Mcallen,TX,26.172,-98.2504,Holley,NY,43.2217,-78.0439,39736.0
CAMPINA USA                   ,Mcallen,TX,26.172,-98.2504,Buffalo,NY,42.8814,-78.7447,42336.0
